"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"16.06.2024","2.321,51","2.331,27","2.368,77","2.306,66","","-0,47%"
"09.06.2024","2.332,52","2.296,00","2.341,70","2.287,31","","1,74%"
"02.06.2024","2.292,71","2.329,61","2.387,85","2.286,77","","-1,47%"
"26.05.2024","2.326,97","2.334,50","2.364,12","2.321,64","","-0,29%"
"19.05.2024","2.333,76","2.415,02","2.450,13","2.325,40","","-3,36%"
"12.05.2024","2.414,89","2.362,70","2.422,87","2.332,34","","2,32%"
"05.05.2024","2.360,14","2.302,50","2.378,45","2.291,79","","2,55%"
"28.04.2024","2.301,56","2.337,50","2.346,85","2.277,47","","-1,55%"
"21.04.2024","2.337,72","2.388,20","2.388,72","2.291,40","","-2,21%"
"14.04.2024","2.390,45","2.343,86","2.417,79","2.324,59","","2,01%"
"07.04.2024","2.343,43","2.322,00","2.431,53","2.302,86","","0,60%"
"31.03.2024","2.329,50","2.239,59","2.330,34","2.228,54","","4,35%"
"24.03.2024","2.232,38","2.165,79","2.235,90","2.163,50","","3,15%"
"17.03.2024","2.164,15","2.156,00","2.222,90","2.146,05","","0,40%"
"10.03.2024","2.155,54","2.177,71","2.189,04","2.150,59","","-1,01%"
"03.03.2024","2.177,51","2.082,09","2.195,20","2.079,45","","4,52%"
"25.02.2024","2.083,39","2.034,49","2.088,40","2.024,56","","2,34%"
"18.02.2024","2.035,72","2.013,16","2.041,43","2.011,57","","1,12%"
"11.02.2024","2.013,10","2.024,53","2.030,05","1.984,30","","-0,55%"
"04.02.2024","2.024,16","2.039,91","2.044,65","2.014,40","","-0,71%"
"28.01.2024","2.038,59","2.019,40","2.065,42","2.017,38","","1,00%"
"21.01.2024","2.018,34","2.029,90","2.037,92","2.010,15","","-0,53%"
"14.01.2024","2.029,09","2.048,09","2.059,25","2.001,91","","-0,96%"
"07.01.2024","2.048,72","2.044,08","2.062,35","2.013,32","","0,16%"
"31.12.2023","2.045,50","2.062,90","2.079,02","2.024,49","","-0,83%"
"24.12.2023","2.062,58","2.055,73","2.088,54","2.053,59","","0,47%"
"17.12.2023","2.052,98","2.020,09","2.070,65","2.015,99","","1,72%"
"10.12.2023","2.018,19","2.003,60","2.047,98","1.973,09","","0,74%"
"03.12.2023","2.003,39","2.071,25","2.135,90","1.994,74","","-3,26%"
"26.11.2023","2.070,90","2.002,78","2.075,34","2.000,67","","3,42%"
"19.11.2023","2.002,33","1.980,25","2.007,64","1.965,06","","1,13%"
"12.11.2023","1.980,01","1.937,05","1.993,94","1.931,73","","2,23%"
"05.11.2023","1.936,79","1.992,30","1.993,30","1.933,18","","-2,78%"
"29.10.2023","1.992,27","2.004,80","2.007,82","1.969,90","","-0,67%"
"22.10.2023","2.005,78","1.972,90","2.009,48","1.953,50","","1,25%"
"15.10.2023","1.981,04","1.929,30","1.997,27","1.907,65","","2,55%"
"08.10.2023","1.931,70","1.832,74","1.933,76","1.832,63","","5,43%"
"01.10.2023","1.832,26","1.848,13","1.849,06","1.810,10","","-0,87%"
"24.09.2023","1.848,31","1.925,24","1.927,26","1.846,34","","-3,98%"
"17.09.2023","1.924,99","1.924,19","1.947,80","1.913,40","","0,07%"
"10.09.2023","1.923,57","1.919,16","1.930,94","1.900,95","","0,30%"
"03.09.2023","1.917,81","1.940,49","1.946,42","1.914,80","","-1,08%"
"27.08.2023","1.938,80","1.916,09","1.953,44","1.912,83","","1,27%"
"20.08.2023","1.914,53","1.889,40","1.923,94","1.884,50","","1,39%"
"13.08.2023","1.888,19","1.913,67","1.916,55","1.884,50","","-1,31%"
"06.08.2023","1.913,32","1.942,59","1.946,81","1.910,94","","-1,46%"
"30.07.2023","1.941,62","1.959,49","1.972,44","1.929,40","","-0,90%"
"23.07.2023","1.959,20","1.962,09","1.982,24","1.942,61","","-0,05%"
"16.07.2023","1.960,23","1.954,90","1.987,59","1.945,82","","0,27%"
"09.07.2023","1.954,93","1.925,19","1.963,84","1.912,68","","1,59%"
"02.07.2023","1.924,28","1.919,40","1.935,17","1.902,68","","0,25%"
"25.06.2023","1.919,57","1.924,30","1.933,48","1.893,01","","-0,09%"
"18.06.2023","1.921,36","1.957,99","1.958,93","1.910,24","","-1,84%"
"11.06.2023","1.957,36","1.960,25","1.970,74","1.925,30","","-0,17%"
"04.06.2023","1.960,60","1.947,59","1.973,09","1.938,14","","0,67%"
"28.05.2023","1.947,63","1.944,09","1.983,52","1.932,08","","0,07%"
"21.05.2023","1.946,33","1.977,80","1.985,30","1.936,84","","-1,53%"
"14.05.2023","1.976,56","2.011,72","2.022,20","1.951,97","","-1,72%"
"07.05.2023","2.011,15","2.015,95","2.048,22","2.001,05","","-0,27%"
"30.04.2023","2.016,54","1.991,34","2.073,29","1.977,05","","1,35%"
"23.04.2023","1.989,65","1.981,34","2.009,51","1.973,74","","0,34%"
"16.04.2023","1.982,89","2.001,85","2.015,13","1.969,28","","-1,01%"
"09.04.2023","2.003,04","2.008,30","2.048,84","1.981,59","","-0,25%"
"02.04.2023","2.008,02","1.970,84","2.032,20","1.949,82","","2,04%"
"26.03.2023","1.967,90","1.977,66","1.987,84","1.943,68","","-0,47%"
"19.03.2023","1.977,22","1.987,59","2.010,19","1.934,33","","-0,54%"
"12.03.2023","1.987,93","1.869,01","1.989,80","1.869,01","","6,43%"
"05.03.2023","1.867,83","1.855,35","1.870,28","1.809,40","","0,69%"
"26.02.2023","1.854,97","1.812,01","1.856,47","1.804,65","","2,44%"
"19.02.2023","1.810,81","1.842,73","1.847,86","1.808,91","","-1,67%"
"12.02.2023","1.841,59","1.865,69","1.871,03","1.818,34","","-1,24%"
"05.02.2023","1.864,67","1.865,17","1.890,69","1.852,69","","-0,05%"
"29.01.2023","1.865,53","1.928,40","1.959,77","1.861,41","","-3,21%"
"22.01.2023","1.927,34","1.926,20","1.949,27","1.911,44","","0,04%"
"15.01.2023","1.926,57","1.920,39","1.937,72","1.896,56","","0,33%"
"08.01.2023","1.920,21","1.865,45","1.922,24","1.864,59","","2,92%"
"01.01.2023","1.865,71","1.823,85","1.870,37","1.823,85","","2,26%"
"25.12.2022","1.824,40","1.798,57","1.833,39","1.796,16","","1,47%"
"18.12.2022","1.797,91","1.793,13","1.824,39","1.783,48","","0,31%"
"11.12.2022","1.792,34","1.797,35","1.824,87","1.772,00","","-0,24%"
"04.12.2022","1.796,63","1.797,92","1.810,33","1.765,32","","-0,07%"
"27.11.2022","1.797,82","1.755,00","1.804,93","1.738,98","","2,37%"
"20.11.2022","1.756,14","1.750,82","1.761,58","1.728,25","","0,37%"
"13.11.2022","1.749,74","1.771,42","1.786,68","1.747,04","","-1,18%"
"06.11.2022","1.770,69","1.681,30","1.773,17","1.664,32","","5,38%"
"30.10.2022","1.680,27","1.643,69","1.682,17","1.616,18","","2,35%"
"23.10.2022","1.641,76","1.658,19","1.675,12","1.637,39","","-0,90%"
"16.10.2022","1.656,66","1.644,09","1.668,69","1.617,21","","0,89%"
"09.10.2022","1.642,10","1.696,13","1.700,13","1.639,73","","-3,11%"
"02.10.2022","1.694,78","1.660,84","1.729,64","1.658,55","","2,05%"
"25.09.2022","1.660,67","1.645,99","1.676,19","1.614,60","","1,01%"
"18.09.2022","1.644,09","1.675,89","1.688,89","1.639,99","","-1,86%"
"11.09.2022","1.675,32","1.716,76","1.735,36","1.653,47","","-2,43%"
"04.09.2022","1.717,05","1.713,39","1.730,29","1.691,10","","0,27%"
"28.08.2022","1.712,44","1.736,49","1.746,39","1.688,60","","-1,46%"
"21.08.2022","1.737,86","1.747,39","1.766,39","1.728,01","","-0,59%"
"14.08.2022","1.748,11","1.801,87","1.802,37","1.744,97","","-3,01%"
"07.08.2022","1.802,34","1.773,89","1.808,36","1.770,98","","1,53%"
"31.07.2022","1.775,15","1.765,79","1.795,79","1.754,97","","0,51%"
"24.07.2022","1.766,22","1.728,39","1.768,79","1.712,13","","2,24%"
"17.07.2022","1.727,46","1.708,49","1.739,99","1.681,25","","1,15%"
"10.07.2022","1.707,78","1.743,61","1.746,19","1.698,07","","-2,01%"
"03.07.2022","1.742,82","1.813,01","1.815,01","1.732,00","","-3,77%"
"26.06.2022","1.811,18","1.838,59","1.841,79","1.784,50","","-0,88%"
"19.06.2022","1.827,18","1.840,90","1.848,69","1.817,10","","-0,72%"
"12.06.2022","1.840,35","1.876,54","1.878,05","1.804,90","","-1,66%"
"05.06.2022","1.871,46","1.850,19","1.876,15","1.825,13","","1,10%"
"29.05.2022","1.851,14","1.851,17","1.874,17","1.828,18","","-0,14%"
"22.05.2022","1.853,73","1.847,28","1.870,49","1.841,77","","0,38%"
"15.05.2022","1.846,68","1.811,80","1.850,29","1.787,60","","1,93%"
"08.05.2022","1.811,73","1.883,36","1.886,03","1.799,43","","-3,82%"
"01.05.2022","1.883,59","1.895,92","1.910,18","1.850,53","","-0,70%"
"24.04.2022","1.896,83","1.930,73","1.934,56","1.872,25","","-1,76%"
"17.04.2022","1.930,73","1.973,29","1.999,10","1.926,90","","-2,23%"
"10.04.2022","1.974,81","1.946,26","1.981,57","1.939,93","","1,44%"
"03.04.2022","1.946,85","1.925,29","1.948,97","1.915,86","","1,12%"
"27.03.2022","1.925,30","1.959,49","1.959,50","1.890,45","","-1,69%"
"20.03.2022","1.958,40","1.922,59","1.966,81","1.911,20","","1,92%"
"13.03.2022","1.921,46","1.984,56","1.989,83","1.895,07","","-3,23%"
"06.03.2022","1.985,67","1.976,88","2.070,28","1.958,78","","0,85%"
"27.02.2022","1.968,91","1.920,07","1.970,46","1.890,26","","4,29%"
"20.02.2022","1.887,98","1.900,43","1.974,38","1.878,91","","-0,54%"
"13.02.2022","1.898,30","1.861,13","1.902,66","1.843,94","","2,03%"
"06.02.2022","1.860,56","1.807,09","1.865,75","1.807,09","","2,91%"
"30.01.2022","1.807,88","1.791,08","1.815,06","1.784,79","","0,92%"
"23.01.2022","1.791,41","1.834,26","1.854,04","1.779,57","","-2,31%"
"16.01.2022","1.833,75","1.818,02","1.848,23","1.805,51","","0,89%"
"09.01.2022","1.817,55","1.795,48","1.829,25","1.790,37","","1,19%"
"02.01.2022","1.796,16","1.830,40","1.832,14","1.782,62","","-1,78%"
"26.12.2021","1.828,78","1.807,88","1.830,45","1.788,72","","1,13%"
"19.12.2021","1.808,40","1.799,28","1.812,60","1.784,19","","0,57%"
"12.12.2021","1.798,19","1.783,00","1.814,56","1.753,81","","0,86%"
"05.12.2021","1.782,89","1.784,91","1.793,29","1.769,09","","-0,07%"
"28.11.2021","1.784,07","1.789,52","1.808,69","1.761,52","","-0,45%"
"21.11.2021","1.792,07","1.846,62","1.849,44","1.778,06","","-2,90%"
"14.11.2021","1.845,60","1.868,59","1.877,90","1.843,55","","-1,02%"
"07.11.2021","1.864,57","1.818,51","1.868,78","1.811,92","","2,58%"
"31.10.2021","1.817,73","1.783,86","1.818,97","1.758,63","","1,93%"
"24.10.2021","1.783,39","1.793,58","1.810,69","1.771,68","","-0,54%"
"17.10.2021","1.793,01","1.767,88","1.814,16","1.759,52","","1,44%"
"10.10.2021","1.767,59","1.757,23","1.800,46","1.749,24","","0,60%"
"03.10.2021","1.757,03","1.762,05","1.781,56","1.745,20","","-0,21%"
"26.09.2021","1.760,69","1.751,02","1.764,39","1.720,82","","0,59%"
"19.09.2021","1.750,41","1.754,44","1.787,46","1.738,01","","-0,25%"
"12.09.2021","1.754,73","1.788,67","1.809,08","1.744,88","","-1,84%"
"05.09.2021","1.787,67","1.828,74","1.830,28","1.781,64","","-2,16%"
"29.08.2021","1.827,19","1.817,89","1.834,80","1.801,89","","0,55%"
"22.08.2021","1.817,22","1.780,65","1.819,38","1.775,95","","2,02%"
"15.08.2021","1.781,25","1.778,27","1.795,63","1.769,98","","0,08%"
"08.08.2021","1.779,74","1.762,88","1.780,55","1.684,96","","0,94%"
"01.08.2021","1.763,09","1.814,29","1.831,91","1.758,10","","-2,81%"
"25.07.2021","1.814,09","1.802,77","1.832,91","1.792,41","","0,65%"
"18.07.2021","1.802,34","1.812,09","1.825,75","1.790,98","","-0,53%"
"11.07.2021","1.811,89","1.808,49","1.834,65","1.791,49","","0,16%"
"04.07.2021","1.808,98","1.787,99","1.819,10","1.784,29","","1,21%"
"27.06.2021","1.787,38","1.781,45","1.795,45","1.749,79","","0,34%"
"20.06.2021","1.781,34","1.764,99","1.795,56","1.764,99","","0,96%"
"13.06.2021","1.764,34","1.875,19","1.878,54","1.761,54","","-6,03%"
"06.06.2021","1.877,64","1.888,49","1.904,41","1.870,46","","-0,70%"
"30.05.2021","1.890,97","1.904,09","1.917,40","1.856,59","","-0,67%"
"23.05.2021","1.903,64","1.882,96","1.913,50","1.873,40","","1,19%"
"16.05.2021","1.881,30","1.844,29","1.890,75","1.841,29","","2,07%"
"09.05.2021","1.843,19","1.833,49","1.846,06","1.809,44","","0,66%"
"02.05.2021","1.831,03","1.768,44","1.843,46","1.765,84","","3,50%"
"25.04.2021","1.769,19","1.776,57","1.790,45","1.756,41","","-0,51%"
"18.04.2021","1.778,18","1.779,50","1.798,67","1.763,50","","0,08%"
"11.04.2021","1.776,68","1.743,79","1.783,93","1.723,05","","1,87%"
"04.04.2021","1.744,10","1.729,29","1.759,45","1.721,83","","0,85%"
"28.03.2021","1.729,34","1.731,49","1.733,29","1.678,11","","-0,19%"
"21.03.2021","1.732,57","1.745,89","1.747,36","1.721,20","","-0,72%"
"14.03.2021","1.745,19","1.727,54","1.755,70","1.718,88","","1,06%"
"07.03.2021","1.726,95","1.702,33","1.740,17","1.676,64","","1,51%"
"28.02.2021","1.701,24","1.733,28","1.759,91","1.686,79","","-1,88%"
"21.02.2021","1.733,89","1.782,10","1.816,04","1.717,25","","-2,74%"
"14.02.2021","1.782,69","1.824,97","1.827,21","1.759,67","","-2,26%"
"07.02.2021","1.823,85","1.815,17","1.855,39","1.807,18","","0,66%"
"31.01.2021","1.811,95","1.862,82","1.871,82","1.785,09","","-1,87%"
"24.01.2021","1.846,49","1.855,16","1.875,66","1.831,20","","-0,38%"
"17.01.2021","1.853,55","1.829,44","1.875,86","1.810,90","","1,45%"
"10.01.2021","1.826,99","1.848,89","1.863,87","1.816,94","","-1,17%"
"03.01.2021","1.848,64","1.905,58","1.959,39","1.828,74","","-2,63%"
"27.12.2020","1.898,60","1.885,18","1.901,26","1.868,84","","1,15%"
"20.12.2020","1.877,08","1.884,19","1.907,71","1.857,54","","-0,21%"
"13.12.2020","1.881,05","1.839,08","1.896,19","1.819,73","","2,26%"
"06.12.2020","1.839,56","1.838,27","1.875,60","1.823,02","","0,09%"
"29.11.2020","1.837,99","1.788,93","1.848,14","1.764,68","","2,74%"
"22.11.2020","1.789,05","1.870,38","1.876,87","1.774,02","","-4,38%"
"15.11.2020","1.871,02","1.888,72","1.899,34","1.852,36","","-0,93%"
"08.11.2020","1.888,59","1.954,34","1.965,88","1.850,48","","-3,24%"
"01.11.2020","1.951,89","1.877,73","1.960,52","1.873,04","","3,88%"
"25.10.2020","1.878,95","1.902,49","1.911,96","1.859,92","","-1,20%"
"18.10.2020","1.901,86","1.900,35","1.932,07","1.895,21","","0,14%"
"11.10.2020","1.899,22","1.929,76","1.933,22","1.882,26","","-1,62%"
"04.10.2020","1.930,43","1.902,09","1.931,16","1.873,66","","1,62%"
"27.09.2020","1.899,70","1.859,00","1.917,76","1.849,81","","2,08%"
"20.09.2020","1.861,05","1.949,79","1.956,34","1.848,57","","-4,57%"
"13.09.2020","1.950,25","1.940,75","1.973,72","1.932,92","","0,40%"
"06.09.2020","1.942,50","1.930,99","1.966,94","1.907,24","","0,50%"
"30.08.2020","1.932,85","1.965,39","1.992,31","1.916,64","","-1,63%"
"23.08.2020","1.964,89","1.938,40","1.976,43","1.902,63","","1,27%"
"16.08.2020","1.940,16","1.946,30","2.015,73","1.911,76","","-0,21%"
"09.08.2020","1.944,29","2.033,73","2.050,12","1.864,20","","-4,46%"
"02.08.2020","2.035,03","1.980,27","2.072,90","1.959,99","","2,99%"
"26.07.2020","1.975,89","1.899,95","1.981,77","1.899,95","","3,91%"
"19.07.2020","1.901,46","1.809,06","1.906,47","1.805,48","","5,06%"
"12.07.2020","1.809,90","1.799,01","1.815,40","1.791,77","","0,61%"
"05.07.2020","1.798,89","1.776,49","1.818,29","1.770,35","","1,34%"
"28.06.2020","1.775,05","1.772,75","1.789,22","1.757,11","","0,20%"
"21.06.2020","1.771,47","1.748,87","1.779,91","1.743,65","","1,60%"
"14.06.2020","1.743,62","1.732,20","1.745,68","1.704,60","","0,74%"
"07.06.2020","1.730,80","1.684,32","1.745,39","1.677,77","","2,67%"
"31.05.2020","1.685,83","1.736,69","1.745,23","1.670,75","","-2,46%"
"24.05.2020","1.728,30","1.736,36","1.738,99","1.695,22","","-0,45%"
"17.05.2020","1.736,07","1.744,68","1.766,55","1.718,44","","-0,40%"
"10.05.2020","1.743,00","1.704,39","1.753,25","1.692,19","","2,37%"
"03.05.2020","1.702,65","1.699,00","1.724,56","1.683,08","","0,13%"
"26.04.2020","1.700,41","1.724,78","1.727,74","1.669,82","","-1,68%"
"19.04.2020","1.729,43","1.692,25","1.740,58","1.661,68","","2,66%"
"12.04.2020","1.684,69","1.682,49","1.747,00","1.673,19","","-0,31%"
"05.04.2020","1.689,90","1.596,50","1.696,50","1.596,50","","4,41%"
"29.03.2020","1.618,45","1.618,00","1.636,21","1.563,99","","-0,31%"
"22.03.2020","1.623,50","1.513,50","1.648,39","1.490,65","","8,36%"
"15.03.2020","1.498,24","1.550,49","1.573,39","1.451,59","","-2,06%"
"08.03.2020","1.529,70","1.694,38","1.702,95","1.506,73","","-8,63%"
"01.03.2020","1.674,23","1.591,09","1.692,11","1.579,63","","5,62%"
"23.02.2020","1.585,12","1.659,05","1.689,05","1.565,86","","-3,56%"
"16.02.2020","1.643,70","1.584,84","1.649,14","1.578,49","","3,72%"
"09.02.2020","1.584,70","1.569,93","1.585,04","1.561,55","","0,92%"
"02.02.2020","1.570,29","1.589,83","1.591,84","1.547,28","","-1,25%"
"26.01.2020","1.590,20","1.580,09","1.590,20","1.563,09","","1,24%"
"19.01.2020","1.570,65","1.558,55","1.575,76","1.546,25","","0,90%"
"12.01.2020","1.556,61","1.562,43","1.562,44","1.536,02","","-0,36%"
"05.01.2020","1.562,28","1.560,74","1.611,15","1.540,03","","0,69%"
"29.12.2019","1.551,65","1.511,64","1.553,45","1.510,11","","2,71%"
"22.12.2019","1.510,67","1.478,20","1.515,34","1.477,50","","2,20%"
"15.12.2019","1.478,20","1.475,45","1.482,05","1.470,10","","0,16%"
"08.12.2019","1.475,81","1.459,34","1.487,05","1.458,70","","1,10%"
"01.12.2019","1.459,76","1.466,88","1.484,25","1.453,85","","-0,34%"
"24.11.2019","1.464,80","1.462,94","1.467,21","1.451,20","","0,17%"
"17.11.2019","1.462,29","1.467,66","1.479,05","1.456,12","","-0,35%"
"10.11.2019","1.467,37","1.458,96","1.474,48","1.445,43","","0,60%"
"03.11.2019","1.458,66","1.513,65","1.514,79","1.456,05","","-3,65%"
"27.10.2019","1.513,95","1.504,36","1.515,81","1.481,22","","0,61%"
"20.10.2019","1.504,73","1.492,17","1.518,10","1.480,84","","0,98%"
"13.10.2019","1.490,10","1.488,90","1.498,14","1.477,05","","0,02%"
"06.10.2019","1.489,85","1.504,91","1.517,17","1.474,30","","-0,98%"
"29.09.2019","1.504,60","1.497,08","1.518,75","1.458,75","","0,51%"
"22.09.2019","1.496,94","1.516,79","1.535,98","1.486,98","","-1,33%"
"15.09.2019","1.517,15","1.503,09","1.517,21","1.484,56","","1,91%"
"08.09.2019","1.488,70","1.507,05","1.523,86","1.484,15","","-1,21%"
"01.09.2019","1.506,95","1.520,05","1.557,25","1.502,75","","-0,87%"
"25.08.2019","1.520,25","1.539,30","1.554,96","1.517,51","","-0,43%"
"18.08.2019","1.526,85","1.511,45","1.530,43","1.492,25","","0,84%"
"11.08.2019","1.514,15","1.497,66","1.534,71","1.481,46","","1,13%"
"04.08.2019","1.497,24","1.440,80","1.510,40","1.437,10","","3,92%"
"28.07.2019","1.440,70","1.419,04","1.448,05","1.400,56","","1,55%"
"21.07.2019","1.418,69","1.425,13","1.433,85","1.411,15","","-0,46%"
"14.07.2019","1.425,30","1.415,88","1.452,98","1.400,13","","0,68%"
"07.07.2019","1.415,74","1.399,90","1.426,25","1.386,36","","1,13%"
"30.06.2019","1.399,95","1.392,98","1.436,39","1.381,91","","-0,68%"
"23.06.2019","1.409,50","1.401,35","1.439,03","1.400,25","","0,75%"
"16.06.2019","1.399,05","1.342,06","1.411,18","1.332,85","","4,28%"
"09.06.2019","1.341,58","1.335,81","1.358,29","1.319,60","","0,07%"
"02.06.2019","1.340,70","1.307,55","1.348,48","1.306,70","","2,68%"
"26.05.2019","1.305,65","1.285,80","1.307,04","1.274,84","","1,62%"
"19.05.2019","1.284,89","1.277,80","1.287,48","1.269,22","","0,57%"
"12.05.2019","1.277,55","1.286,71","1.303,66","1.274,91","","-0,66%"
"05.05.2019","1.286,00","1.281,21","1.291,79","1.276,75","","0,53%"
"28.04.2019","1.279,19","1.286,40","1.287,21","1.266,10","","-0,55%"
"21.04.2019","1.286,25","1.275,98","1.288,99","1.266,30","","0,85%"
"14.04.2019","1.275,39","1.290,59","1.292,15","1.271,02","","-1,16%"
"07.04.2019","1.290,40","1.291,80","1.310,90","1.289,60","","-0,10%"
"31.03.2019","1.291,70","1.291,48","1.297,19","1.280,99","","-0,03%"
"24.03.2019","1.292,15","1.313,20","1.324,58","1.286,60","","-1,62%"
"17.03.2019","1.313,38","1.301,64","1.320,47","1.298,12","","0,92%"
"10.03.2019","1.301,38","1.298,70","1.311,33","1.290,15","","0,23%"
"03.03.2019","1.298,39","1.293,75","1.300,99","1.281,09","","0,37%"
"24.02.2019","1.293,56","1.328,76","1.332,78","1.290,16","","-2,58%"
"17.02.2019","1.327,80","1.321,29","1.346,82","1.320,44","","0,48%"
"10.02.2019","1.321,41","1.314,55","1.322,98","1.302,96","","0,56%"
"03.02.2019","1.314,07","1.317,56","1.318,81","1.302,18","","-0,30%"
"27.01.2019","1.318,00","1.303,49","1.326,37","1.297,27","","1,13%"
"20.01.2019","1.303,22","1.281,08","1.303,69","1.276,39","","1,70%"
"13.01.2019","1.281,49","1.287,49","1.296,24","1.280,64","","-0,51%"
"06.01.2019","1.288,00","1.286,24","1.297,58","1.279,20","","0,24%"
"30.12.2018","1.284,92","1.280,08","1.298,51","1.276,49","","0,33%"
"23.12.2018","1.280,75","1.258,53","1.282,17","1.257,78","","1,97%"
"16.12.2018","1.256,01","1.237,24","1.266,49","1.235,46","","1,44%"
"09.12.2018","1.238,21","1.250,45","1.250,64","1.232,48","","-0,79%"
"02.12.2018","1.248,10","1.223,42","1.250,42","1.221,39","","2,14%"
"25.11.2018","1.221,97","1.223,99","1.229,05","1.210,74","","-0,10%"
"18.11.2018","1.223,19","1.222,44","1.230,82","1.218,20","","0,14%"
"11.11.2018","1.221,47","1.209,47","1.225,37","1.195,98","","0,98%"
"04.11.2018","1.209,60","1.233,36","1.236,31","1.206,52","","-1,89%"
"28.10.2018","1.232,89","1.234,17","1.237,80","1.211,93","","-0,06%"
"21.10.2018","1.233,59","1.228,38","1.243,73","1.220,08","","0,59%"
"14.10.2018","1.226,32","1.217,51","1.233,72","1.217,47","","0,69%"
"07.10.2018","1.217,93","1.203,16","1.226,67","1.183,44","","1,25%"
"30.09.2018","1.202,86","1.192,21","1.208,72","1.184,62","","0,90%"
"23.09.2018","1.192,09","1.198,59","1.204,51","1.180,74","","-0,62%"
"16.09.2018","1.199,55","1.193,24","1.211,47","1.191,97","","0,49%"
"09.09.2018","1.193,71","1.195,07","1.213,05","1.187,61","","-0,18%"
"02.09.2018","1.195,86","1.200,34","1.207,47","1.189,70","","-0,44%"
"26.08.2018","1.201,09","1.206,94","1.214,66","1.196,33","","-0,40%"
"19.08.2018","1.205,97","1.183,78","1.208,87","1.182,70","","1,79%"
"12.08.2018","1.184,77","1.211,28","1.214,25","1.160,38","","-2,19%"
"05.08.2018","1.211,30","1.213,71","1.218,30","1.205,85","","-0,18%"
"29.07.2018","1.213,43","1.222,96","1.228,72","1.204,40","","-0,81%"
"22.07.2018","1.223,38","1.231,30","1.235,57","1.217,34","","-0,68%"
"15.07.2018","1.231,76","1.241,41","1.245,93","1.211,47","","-0,79%"
"08.07.2018","1.241,52","1.255,24","1.266,39","1.237,10","","-1,07%"
"01.07.2018","1.254,99","1.253,89","1.261,88","1.238,11","","0,16%"
"24.06.2018","1.253,00","1.272,41","1.273,29","1.246,07","","-1,28%"
"17.06.2018","1.269,28","1.279,55","1.284,85","1.261,63","","-0,83%"
"10.06.2018","1.279,84","1.299,61","1.310,14","1.275,85","","-1,46%"
"03.06.2018","1.298,75","1.293,51","1.303,83","1.290,13","","0,43%"
"27.05.2018","1.293,14","1.298,74","1.306,87","1.289,52","","-0,65%"
"20.05.2018","1.301,61","1.290,95","1.308,24","1.282,20","","0,70%"
"13.05.2018","1.292,50","1.319,16","1.323,36","1.286,41","","-1,95%"
"06.05.2018","1.318,22","1.315,18","1.326,49","1.304,64","","0,24%"
"29.04.2018","1.315,05","1.322,80","1.325,33","1.301,91","","-0,59%"
"22.04.2018","1.322,80","1.335,71","1.336,29","1.315,96","","-0,92%"
"15.04.2018","1.335,12","1.344,61","1.356,14","1.335,07","","-0,77%"
"08.04.2018","1.345,46","1.333,22","1.365,68","1.327,06","","0,92%"
